InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
564172,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-08-23 14:19:00,4.95,16033.0,United Kingdom
544179,84949,SILVER HANGING T-LIGHT HOLDER,12,2011-02-16 14:44:00,1.65,17422.0,United Kingdom
544767,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-02-23 11:10:00,4.96,,United Kingdom
539724,22504,CABIN BAG VINTAGE RETROSPOT,30,2010-12-21 13:53:00,12.75,13029.0,United Kingdom
C549452,D,Discount,-1,2011-04-08 14:17:00,1867.86,17940.0,United Kingdom
540415,22491,PACK OF 12 COLOURED PENCILS,6,2011-01-07 10:47:00,0.85,16889.0,United Kingdom
564165,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-08-23 13:35:00,4.15,13593.0,United Kingdom
544303,84991,60 TEATIME FAIRY CAKE CASES,3,2011-02-17 13:28:00,0.55,18116.0,United Kingdom
577488,22617,BAKING SET SPACEBOY DESIGN,48,2011-11-20 12:00:00,4.25,13090.0,United Kingdom
537262,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-06 11:26:00,3.95,15039.0,United Kingdom
574304,22918,HERB MARKER PARSLEY,2,2011-11-03 16:30:00,0.65,14428.0,United Kingdom
546916,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,2011-03-18 08:32:00,2.95,15695.0,United Kingdom
556478,21172,PARTY METAL SIGN ,10,2011-06-12 12:34:00,1.45,13069.0,United Kingdom
549705,22520,CHILDS GARDEN TROWEL BLUE ,1,2011-04-11 14:00:00,0.85,13668.0,United Kingdom
578705,22504,CABIN BAG VINTAGE RETROSPOT,1,2011-11-25 11:12:00,29.95,12531.0,Germany
569538,23265,SET OF 3 WOODEN TREE DECORATIONS,12,2011-10-04 15:55:00,1.25,14462.0,United Kingdom
551658,15056BL,EDWARDIAN PARASOL BLACK,1,2011-05-03 12:13:00,5.95,16746.0,United Kingdom
581125,22553,PLASTERS IN TIN SKULLS,1,2011-12-07 12:41:00,1.65,14087.0,United Kingdom
578942,22866,HAND WARMER SCOTTY DOG DESIGN,1,2011-11-27 13:29:00,2.1,17288.0,United Kingdom
563172,23295,SET OF 12 MINI LOAF BAKING CASES,16,2011-08-12 13:15:00,0.83,12399.0,Belgium
573585,23487,SWEET HEART CAKE CARRIER,1,2011-10-31 14:41:00,20.79,,United Kingdom
575681,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-11-10 15:32:00,5.95,16903.0,United Kingdom
570690,35970,ZINC FOLKART SLEIGH BELLS,2,2011-10-11 16:37:00,4.13,,United Kingdom
568211,21015,DARK BIRD HOUSE TREE DECORATION,24,2011-09-25 15:59:00,0.29,13429.0,United Kingdom
552168,22438,BALLOON ART MAKE YOUR OWN FLOWERS,10,2011-05-06 12:28:00,1.95,13880.0,United Kingdom
577855,22696,WICKER WREATH LARGE,1,2011-11-22 11:18:00,1.95,15877.0,United Kingdom
578678,82580,BATHROOM METAL SIGN,1,2011-11-24 19:59:00,0.55,17841.0,United Kingdom
566408,21912,VINTAGE SNAKES & LADDERS,2,2011-09-12 13:43:00,3.75,16984.0,United Kingdom
550459,79163,BLACK CHAMPAGNE GLASS,12,2011-04-18 13:17:00,0.39,18116.0,United Kingdom
580309,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-12-02 14:46:00,2.08,14503.0,United Kingdom
563909,22230,JIGSAW TREE WITH WATERING CAN,2,2011-08-21 12:36:00,0.29,15701.0,United Kingdom
567858,22384,LUNCH BAG PINK POLKADOT,2,2011-09-22 13:50:00,1.65,16813.0,United Kingdom
557850,21993,FLORAL FOLK STATIONERY SET,12,2011-06-23 10:56:00,1.25,12720.0,Germany
577078,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2011-11-17 15:17:00,2.92,,United Kingdom
542541,20724,RED RETROSPOT CHARLOTTE BAG,3,2011-01-28 14:25:00,1.63,,United Kingdom
553932,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-05-20 10:29:00,1.65,15768.0,United Kingdom
569010,20983,12 PENCILS TALL TUBE RED RETROSPOT,96,2011-09-30 07:36:00,0.85,14156.0,EIRE
553890,22134,MINI LADLE LOVE HEART RED ,3,2011-05-19 16:32:00,0.83,,United Kingdom
541516,84952B,BLACK LOVE BIRD T-LIGHT HOLDER,2,2011-01-18 17:34:00,1.63,,United Kingdom
564713,22867,HAND WARMER BIRD DESIGN,2,2011-08-28 10:43:00,2.1,16768.0,United Kingdom
560504,23076,ICE CREAM SUNDAE LIP GLOSS,48,2011-07-19 11:47:00,1.25,13081.0,United Kingdom
570672,22902,TOTE BAG I LOVE LONDON,12,2011-10-11 14:52:00,2.1,12536.0,France
550630,79163,BLACK CHAMPAGNE GLASS,96,2011-04-19 14:49:00,0.39,14298.0,United Kingdom
541844,22555,PLASTERS IN TIN STRONGMAN,2,2011-01-23 12:19:00,1.65,16931.0,United Kingdom
577061,22550,HOLIDAY FUN LUDO,4,2011-11-17 14:40:00,3.75,14911.0,EIRE
581166,21452,TOADSTOOL MONEY BOX,1,2011-12-07 14:43:00,2.95,15525.0,United Kingdom
572313,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-10-23 15:54:00,2.55,14731.0,United Kingdom
540539,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-01-09 14:42:00,1.25,18260.0,United Kingdom
556636,22355,CHARLOTTE BAG SUKI DESIGN,2,2011-06-13 15:30:00,1.63,,United Kingdom
578926,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2011-11-27 12:24:00,3.75,18156.0,United Kingdom
543277,22191,IVORY DINER WALL CLOCK,1,2011-02-06 14:33:00,8.5,15808.0,United Kingdom
571899,21621,VINTAGE UNION JACK BUNTING,1,2011-10-19 14:22:00,8.5,16885.0,United Kingdom
564635,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-08-26 12:41:00,0.85,15615.0,United Kingdom
546422,15034,PAPER POCKET TRAVELING FAN ,12,2011-03-13 11:38:00,0.14,15547.0,United Kingdom
574561,21811,HANGING HEART WITH BELL,11,2011-11-04 15:52:00,0.83,,United Kingdom
580520,85053,FRENCH ENAMEL CANDLEHOLDER,1,2011-12-04 14:55:00,2.1,13521.0,United Kingdom
540646,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",2,2011-01-10 14:32:00,0.85,,United Kingdom
573585,23006,TRAVEL CARD WALLET FLOWER MEADOW,6,2011-10-31 14:41:00,0.83,,United Kingdom
574907,23110,PARISIENNE KEY CABINET ,2,2011-11-07 15:33:00,5.75,17043.0,United Kingdom
558959,22766,PHOTO FRAME CORNICE,8,2011-07-05 10:54:00,2.95,16103.0,United Kingdom
559689,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,2011-07-11 15:46:00,0.83,,United Kingdom
573386,22633,HAND WARMER UNION JACK,96,2011-10-30 14:27:00,1.85,17183.0,United Kingdom
547248,22108,PING! MICROWAVE PLATE,1,2011-03-22 09:23:00,3.29,,United Kingdom
567507,23000,TRAVEL CARD WALLET TRANSPORT,1,2011-09-20 14:46:00,0.83,,United Kingdom
577028,23399,HOME SWEET HOME HANGING HEART,24,2011-11-17 12:59:00,0.85,17080.0,United Kingdom
558475,22651,GENTLEMAN SHIRT REPAIR KIT ,12,2011-06-29 15:58:00,0.79,,United Kingdom
545568,90214V,"LETTER ""V"" BLING KEY RING",1,2011-03-03 16:22:00,0.83,,United Kingdom
574714,21224,SET/4 SKULL BADGES,1,2011-11-06 14:29:00,1.25,15427.0,United Kingdom
574063,22187,GREEN CHRISTMAS TREE CARD HOLDER,2,2011-11-02 14:31:00,1.95,13271.0,United Kingdom
575607,22961,JAM MAKING SET PRINTED,7,2011-11-10 12:37:00,3.29,14096.0,United Kingdom
566949,21992,VINTAGE PAISLEY STATIONERY SET,2,2011-09-15 16:32:00,2.46,,United Kingdom
570423,22586,FELTCRAFT HAIRBAND PINK AND BLUE,6,2011-10-10 13:38:00,0.85,14451.0,United Kingdom
559816,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,1,2011-07-12 16:11:00,3.73,,United Kingdom
548484,22356,CHARLOTTE BAG PINK POLKADOT,5,2011-03-31 12:43:00,0.85,13571.0,United Kingdom
550987,21455,PAINTED YELLOW WOODEN DAISY,2,2011-04-21 18:10:00,0.83,,United Kingdom
574950,22678,FRENCH BLUE METAL DOOR SIGN 3,1,2011-11-08 09:29:00,2.46,,United Kingdom
547873,85053,FRENCH ENAMEL CANDLEHOLDER,2,2011-03-27 15:33:00,2.1,13240.0,United Kingdom
579285,23104,IVORY CAFE HANGING LAMP ,1,2011-11-29 10:56:00,12.5,14180.0,United Kingdom
573585,22595,GINGHAM HEART DECORATION,7,2011-10-31 14:41:00,1.63,,United Kingdom
565667,22269,EGG CUP NATURAL CHICKEN,16,2011-09-06 08:34:00,0.39,17449.0,United Kingdom
549250,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,2,2011-04-07 12:10:00,0.79,14446.0,United Kingdom
577403,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,2011-11-20 10:15:00,1.65,13988.0,United Kingdom
559338,23298,SPOTTY BUNTING,7,2011-07-07 16:30:00,10.79,,United Kingdom
579332,21166,COOK WITH WINE METAL SIGN ,24,2011-11-29 11:41:00,2.08,14408.0,United Kingdom
538071,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,3,2010-12-09 14:09:00,5.91,,United Kingdom
550167,22148,EASTER CRAFT 4 CHICKS ,12,2011-04-14 16:38:00,1.95,14206.0,United Kingdom
581170,22865,HAND WARMER OWL DESIGN,96,2011-12-07 15:00:00,1.85,13767.0,United Kingdom
562849,22713,CARD I LOVE LONDON ,24,2011-08-10 09:52:00,0.42,16700.0,United Kingdom
542223,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-01-26 12:43:00,0.85,14233.0,United Kingdom
540022,22457,NATURAL SLATE HEART CHALKBOARD ,12,2011-01-04 12:57:00,2.95,17188.0,United Kingdom
541423,84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,1,2011-01-17 17:54:00,1.63,,United Kingdom
554511,22072,RED RETROSPOT TEA CUP AND SAUCER ,1,2011-05-24 15:52:00,7.46,,United Kingdom
577711,84997C,CHILDRENS CUTLERY POLKADOT BLUE,3,2011-11-21 12:17:00,4.15,15527.0,United Kingdom
559526,47593B,SCOTTIE DOGS BABY BIB,2,2011-07-10 11:19:00,0.39,15756.0,United Kingdom
540352,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,2,2011-01-06 14:27:00,1.66,,United Kingdom
554956,23207,LUNCH BAG ALPHABET DESIGN,1,2011-05-27 15:17:00,4.96,,United Kingdom
540848,90119,METALIC LEAVES BAG CHARMS,1,2011-01-12 09:26:00,2.51,,United Kingdom
550783,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,12,2011-04-20 13:58:00,1.65,13485.0,United Kingdom
551893,22896,PEG BAG APPLES DESIGN,12,2011-05-05 10:07:00,2.55,17675.0,United Kingdom
538368,22532,MAGIC DRAWING SLATE LEAP FROG ,1,2010-12-12 10:57:00,0.42,15503.0,United Kingdom
567901,20700,GREEN CAT FLORAL CUSHION COVER ,1,2011-09-22 16:28:00,4.13,,United Kingdom
546182,20984,12 PENCILS TALL TUBE POSY,12,2011-03-10 10:53:00,0.85,14334.0,United Kingdom
544089,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-02-15 17:51:00,1.63,,United Kingdom
560716,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-07-20 13:26:00,3.75,17675.0,United Kingdom
565407,21889,WOODEN BOX OF DOMINOES,6,2011-09-04 11:00:00,1.25,16983.0,United Kingdom
552520,21888,BINGO SET,1,2011-05-09 16:34:00,7.46,,United Kingdom
580754,84997c,CHILDRENS CUTLERY POLKADOT BLUE,3,2011-12-06 10:05:00,8.29,,United Kingdom
560926,22090,PAPER BUNTING RETROSPOT,1,2011-07-22 09:20:00,5.79,,United Kingdom
547830,84510C,SET OF 4 POLKADOT COASTERS,2,2011-03-25 15:50:00,2.46,,United Kingdom
571909,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,1,2011-10-19 15:08:00,0.85,15006.0,United Kingdom
563195,85093,CANDY SPOT EGG WARMER HARE,2,2011-08-12 16:36:00,0.83,,United Kingdom
574016,21471,STRAWBERRY RAFFIA FOOD COVER,1,2011-11-02 12:04:00,3.75,18105.0,United Kingdom
574550,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-11-04 15:18:00,4.95,12484.0,Spain
570884,23332,IVORY WICKER HEART LARGE,10,2011-10-13 10:09:00,1.65,17315.0,United Kingdom
541570,84991,60 TEATIME FAIRY CAKE CASES,120,2011-01-19 12:34:00,0.42,14646.0,Netherlands
538177,11001,ASSTD DESIGN RACING CAR PEN,1,2010-12-10 09:51:00,3.36,,United Kingdom
572103,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-10-20 15:57:00,8.5,17571.0,United Kingdom
537237,22155,STAR DECORATION RUSTIC,6,2010-12-06 09:58:00,0.85,,United Kingdom
C546886,22423,REGENCY CAKESTAND 3 TIER,-2,2011-03-17 18:13:00,12.75,12520.0,Germany
544661,22606,WOODEN SKITTLES GARDEN SET,2,2011-02-22 13:59:00,15.95,15303.0,United Kingdom
554098,22179,SET 10 NIGHT OWL LIGHTS,2,2011-05-22 13:01:00,6.75,14769.0,United Kingdom
560434,22228,BUNNY WOODEN PAINTED WITH BIRD ,2,2011-07-18 15:56:00,0.83,,United Kingdom
539836,22713,CARD I LOVE LONDON ,12,2010-12-22 13:46:00,0.42,17894.0,United Kingdom
552364,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-09 12:25:00,2.08,13004.0,United Kingdom
540359,20974,12 PENCILS SMALL TUBE SKULL,48,2011-01-06 15:29:00,0.65,18041.0,United Kingdom
552838,85099B,JUMBO BAG RED RETROSPOT,10,2011-05-11 14:24:00,2.08,15732.0,United Kingdom
558096,20836,FRENCH PAISLEY CUSHION COVER,2,2011-06-26 13:24:00,0.83,15532.0,United Kingdom
558763,35970,ZINC FOLKART SLEIGH BELLS,12,2011-07-03 13:08:00,1.69,12841.0,United Kingdom
556813,21900,"KEY FOB , SHED",1,2011-06-14 17:28:00,1.63,,United Kingdom
576179,23581,JUMBO BAG PAISLEY PARK,100,2011-11-14 11:09:00,1.75,13694.0,United Kingdom
572499,23492,VINTAGE JINGLE BELLS WREATH,2,2011-10-24 14:10:00,8.25,15786.0,United Kingdom
540834,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2011-01-11 14:50:00,5.55,14733.0,United Kingdom
551531,21912,VINTAGE SNAKES & LADDERS,4,2011-05-01 13:45:00,3.75,15376.0,United Kingdom
543466,22424,ENAMEL BREAD BIN CREAM,4,2011-02-08 14:34:00,12.75,16713.0,United Kingdom
578809,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2011-11-25 13:23:00,2.95,13048.0,United Kingdom
560772,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,4,2011-07-20 16:12:00,8.29,,United Kingdom
548388,21770,OPEN CLOSED METAL SIGN,1,2011-03-30 16:52:00,4.95,13268.0,United Kingdom
542174,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2011-01-26 11:14:00,1.65,16043.0,United Kingdom
565927,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-09-08 10:08:00,3.75,,EIRE
569641,22468,BABUSHKA LIGHTS STRING OF 10,3,2011-10-05 12:27:00,6.75,12841.0,United Kingdom
553048,22090,PAPER BUNTING RETROSPOT,6,2011-05-13 10:02:00,2.95,14291.0,United Kingdom
552039,22435,SET OF 9 HEART SHAPED BALLOONS,24,2011-05-06 08:10:00,1.25,13081.0,United Kingdom
538811,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2010-12-14 12:22:00,0.85,13178.0,United Kingdom
550512,22296,HEART IVORY TRELLIS LARGE,1,2011-04-18 16:31:00,1.65,18069.0,United Kingdom
553547,23084,RABBIT NIGHT LIGHT,18,2011-05-17 15:48:00,2.08,12474.0,Germany
565836,85099B,JUMBO BAG RED RETROSPOT,10,2011-09-07 11:41:00,2.08,17511.0,United Kingdom
552274,85099B,JUMBO BAG RED RETROSPOT,20,2011-05-08 12:30:00,2.08,16523.0,United Kingdom
569246,22197,POPCORN HOLDER,6,2011-10-03 09:57:00,1.63,14096.0,United Kingdom
576695,71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",1,2011-11-16 12:25:00,2.95,16469.0,United Kingdom
553017,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-05-12 19:01:00,0.55,12757.0,Portugal
560434,21400,RED PUDDING SPOON,1,2011-07-18 15:56:00,0.42,,United Kingdom
557850,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-06-23 10:56:00,1.65,12720.0,Germany
568185,23156,SET OF 5 MINI GROCERY MAGNETS,1,2011-09-25 14:08:00,2.08,16594.0,United Kingdom
547058,21937,STRAWBERRY   PICNIC BAG,5,2011-03-20 12:44:00,2.95,14232.0,United Kingdom
573413,20767,BLUE PAISLEY JOURNAL ,1,2011-10-30 16:12:00,2.55,15444.0,United Kingdom
565243,22713,CARD I LOVE LONDON ,12,2011-09-02 10:20:00,0.42,16735.0,United Kingdom
574839,21471,STRAWBERRY RAFFIA FOOD COVER,1,2011-11-07 11:40:00,3.75,15493.0,United Kingdom
538010,21615,4 LAVENDER BOTANICAL DINNER CANDLES,6,2010-12-09 12:20:00,3.75,17526.0,United Kingdom
551842,84978,HANGING HEART JAR T-LIGHT HOLDER,18,2011-05-04 13:52:00,1.25,16678.0,United Kingdom
576614,23217,LAUREL HEART ANTIQUE SILVER,1,2011-11-15 16:38:00,1.25,12933.0,United Kingdom
539245,22966,GINGERBREAD MAN COOKIE CUTTER,2,2010-12-16 13:25:00,1.25,,United Kingdom
554646,22212,FOUR HOOK  WHITE LOVEBIRDS,3,2011-05-25 12:39:00,2.1,17790.0,United Kingdom
566757,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2,2011-09-14 15:54:00,0.83,,United Kingdom
544658,21833,CAMOUFLAGE LED TORCH,2,2011-02-22 13:18:00,1.69,13113.0,United Kingdom
556726,23135,SMALL ZINC HEART WALL ORGANISER,300,2011-06-14 11:31:00,3.32,18102.0,United Kingdom
540551,21992,VINTAGE PAISLEY STATIONERY SET,8,2011-01-10 09:43:00,2.51,,United Kingdom
566979,22570,FELTCRAFT CUSHION RABBIT,4,2011-09-16 09:54:00,3.75,13141.0,United Kingdom
555474,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2011-06-03 12:07:00,2.1,,United Kingdom
559011,23284,DOORMAT KEEP CALM AND COME IN,4,2011-07-05 12:50:00,7.95,17049.0,United Kingdom
549023,22028,PENNY FARTHING BIRTHDAY CARD,1,2011-04-05 16:27:00,0.83,,United Kingdom
539333,22249,DECORATION WHITE CHICK MAGIC GARDEN,16,2010-12-17 09:52:00,0.85,13627.0,United Kingdom
567481,20725,LUNCH BAG RED RETROSPOT,1,2011-09-20 13:41:00,1.65,16777.0,United Kingdom
576689,22992,REVOLVER WOODEN RULER ,1,2011-11-16 12:18:00,1.95,16657.0,United Kingdom
543518,22549,PICTURE DOMINOES,144,2011-02-09 11:21:00,1.25,12753.0,Japan
540033,48138,DOORMAT UNION FLAG,1,2011-01-04 14:12:00,7.95,13680.0,United Kingdom
550320,22083,PAPER CHAIN KIT RETROSPOT,3,2011-04-17 12:37:00,2.95,12748.0,United Kingdom
574076,22076,6 RIBBONS EMPIRE  ,1,2011-11-02 15:38:00,1.25,,United Kingdom
578914,23333,IVORY WICKER HEART MEDIUM,12,2011-11-27 11:54:00,1.25,13782.0,United Kingdom
564646,84997b,CHILDRENS CUTLERY RETROSPOT RED ,3,2011-08-26 13:39:00,8.29,,United Kingdom
541596,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2011-01-19 16:19:00,0.29,17602.0,United Kingdom
580105,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2011-12-01 15:24:00,1.65,17675.0,United Kingdom
544202,22197,SMALL POPCORN HOLDER,2,2011-02-17 10:29:00,1.63,,United Kingdom
576696,23571,TRADITIONAL NAUGHTS & CROSSES,10,2011-11-16 12:26:00,1.65,16669.0,United Kingdom
578844,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-11-25 16:14:00,10.79,,United Kingdom
572329,22572,ROCKING HORSE GREEN CHRISTMAS ,12,2011-10-24 10:13:00,0.85,14019.0,United Kingdom
557639,22569,FELTCRAFT CUSHION BUTTERFLY,1,2011-06-21 16:13:00,3.75,12933.0,United Kingdom
555865,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2011-06-07 14:30:00,1.95,14530.0,United Kingdom
540023,22670,FRENCH WC SIGN BLUE METAL,1,2011-01-04 12:58:00,1.25,15039.0,United Kingdom
547386,21314,SMALL GLASS HEART TRINKET POT,3,2011-03-22 15:52:00,4.13,,United Kingdom
576345,22423,REGENCY CAKESTAND 3 TIER,2,2011-11-14 15:37:00,12.75,12374.0,Austria
569545,22906,12 MESSAGE CARDS WITH ENVELOPES,1,2011-10-04 16:37:00,3.29,,United Kingdom
559163,21204,DAISIES  HONEYCOMB GARLAND ,1,2011-07-06 16:33:00,1.63,,United Kingdom
573585,22589,CARDHOLDER GINGHAM STAR,2,2011-10-31 14:41:00,4.96,,United Kingdom
553142,22939,APRON APPLE DELIGHT,1,2011-05-13 13:05:00,4.95,14527.0,United Kingdom
561860,79000,MOROCCAN TEA GLASS,12,2011-07-29 17:28:00,0.85,17997.0,United Kingdom
568894,21429,RED GINGHAM ROSE JEWELLERY BOX,2,2011-09-29 13:04:00,1.95,17528.0,United Kingdom
543098,20966,SANDWICH BATH SPONGE,20,2011-02-03 11:49:00,1.25,13102.0,United Kingdom
559980,22436,12 COLOURED PARTY BALLOONS,40,2011-07-14 11:28:00,0.65,17314.0,United Kingdom
560690,22629,SPACEBOY LUNCH BOX ,12,2011-07-20 12:00:00,1.95,16807.0,United Kingdom
554415,47566,PARTY BUNTING,8,2011-05-24 12:10:00,4.95,18202.0,United Kingdom
575739,23390,DOLLY GIRL MINI BACKPACK,1,2011-11-11 09:05:00,8.29,,United Kingdom
543826,21843,RED RETROSPOT CAKE STAND,1,2011-02-14 09:41:00,20.79,,United Kingdom
579454,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-11-29 14:08:00,0.29,12901.0,United Kingdom
542112,22412,METAL SIGN NEIGHBOURHOOD WITCH ,3,2011-01-25 13:55:00,2.1,13168.0,United Kingdom
560555,20984,12 PENCILS TALL TUBE POSY,2,2011-07-19 13:01:00,0.29,14178.0,United Kingdom
566913,21581,SKULLS  DESIGN  COTTON TOTE BAG,6,2011-09-15 14:07:00,2.25,17602.0,United Kingdom
563288,23245,SET OF 3 REGENCY CAKE TINS,8,2011-08-15 12:53:00,4.95,12656.0,France
553410,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-05-17 09:24:00,2.95,14320.0,United Kingdom
542527,22937,BAKING MOULD CHOCOLATE CUPCAKES,12,2011-01-28 12:48:00,2.55,17188.0,United Kingdom
567530,22045,SPACEBOY GIFT WRAP,25,2011-09-21 09:33:00,0.42,12390.0,Belgium
546951,22548,HEADS AND TAILS SPORTING FUN,4,2011-03-18 11:30:00,1.25,17673.0,United Kingdom
566233,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-09-11 11:04:00,4.15,12635.0,Germany
570442,22555,PLASTERS IN TIN STRONGMAN,1,2011-10-10 14:37:00,1.65,16549.0,United Kingdom
559689,22210,WOOD STAMP SET BEST WISHES,1,2011-07-11 15:46:00,0.83,,United Kingdom
572695,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2011-10-25 14:23:00,2.55,12610.0,Italy
546888,22294,HEART FILIGREE DOVE  SMALL,1,2011-03-17 18:15:00,2.46,,United Kingdom
555704,22595,GINGHAM HEART DECORATION,24,2011-06-06 15:06:00,0.85,14944.0,United Kingdom
559545,21389,IVORY HANGING DECORATION  BIRD,12,2011-07-10 14:42:00,0.85,15467.0,United Kingdom
569866,22113,GREY HEART HOT WATER BOTTLE,3,2011-10-06 14:50:00,4.25,12757.0,Portugal
580743,47591B,,1,2011-12-06 09:30:00,0.0,,United Kingdom
556574,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2011-06-13 13:41:00,2.1,16209.0,United Kingdom
572755,23310,BUBBLEGUM RING ASSORTED,36,2011-10-25 17:31:00,0.42,13601.0,United Kingdom
580399,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,3,2011-12-04 11:45:00,2.1,13471.0,United Kingdom
571716,23322,LARGE WHITE HEART OF WICKER,3,2011-10-18 17:05:00,5.79,,United Kingdom
571509,22113,GREY HEART HOT WATER BOTTLE,2,2011-10-17 15:28:00,4.25,13110.0,United Kingdom
558096,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-06-26 13:24:00,3.75,15532.0,United Kingdom
567853,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,40,2011-09-22 13:31:00,1.25,15484.0,United Kingdom
561534,22436,12 COLOURED PARTY BALLOONS,20,2011-07-28 09:45:00,0.65,14307.0,United Kingdom
564216,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-08-24 09:23:00,1.25,12642.0,Germany
542779,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-02-01 09:36:00,1.25,17147.0,United Kingdom
545349,22570,FELTCRAFT CUSHION RABBIT,1,2011-03-02 11:07:00,3.75,18118.0,United Kingdom
551282,85152,HAND OVER THE CHOCOLATE   SIGN ,3,2011-04-27 13:44:00,2.1,16919.0,United Kingdom
578041,23120,PACK OF 6 SMALL FRUIT STRAWS,4,2011-11-22 14:23:00,0.42,17338.0,United Kingdom
540798,22561,WOODEN SCHOOL COLOURING SET,12,2011-01-11 12:11:00,1.65,17365.0,United Kingdom
562807,20676,RED RETROSPOT BOWL,8,2011-08-09 14:57:00,1.25,16053.0,United Kingdom
544591,22550,HOLIDAY FUN LUDO,4,2011-02-21 15:20:00,3.75,13044.0,United Kingdom
581467,90214C,"LETTER ""C"" BLING KEY RING",1,2011-12-08 19:24:00,0.29,13077.0,United Kingdom
542629,21524,DOORMAT SPOTTY HOME SWEET HOME,10,2011-01-31 09:57:00,6.75,12731.0,France
552857,47566B,TEA TIME PARTY BUNTING,1,2011-05-11 15:34:00,10.79,,United Kingdom
578701,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-11-25 10:52:00,0.85,17624.0,United Kingdom
C554926,20975,12 PENCILS SMALL TUBE RED RETROSPOT,-24,2011-05-27 12:59:00,0.65,16422.0,United Kingdom
541516,20685,DOORMAT RED RETROSPOT,1,2011-01-18 17:34:00,14.13,,United Kingdom
539434,22178,VICTORIAN GLASS HANGING T-LIGHT,1,2010-12-17 14:41:00,2.51,,United Kingdom
540827,22727,ALARM CLOCK BAKELIKE RED ,1,2011-01-11 14:15:00,3.75,17569.0,United Kingdom
572318,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1,2011-10-23 16:19:00,0.85,15436.0,United Kingdom
538177,22585,PACK OF 6 BIRDY GIFT TAGS,1,2010-12-10 09:51:00,2.51,,United Kingdom
561194,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-07-25 13:54:00,1.25,13814.0,Germany
565725,22593,CHRISTMAS GINGHAM STAR,12,2011-09-06 11:55:00,0.85,13949.0,United Kingdom
540415,21318,GLASS CHALICE BLUE SMALL ,3,2011-01-07 10:47:00,1.65,16889.0,United Kingdom
